speaker,episode,sheet,context,english,utterer_key
Proper Ass,E10,E10_Hard_localization,,This is the building where the Humans make their decisions!,SAY.Dialog:E10_Hard.118.Proper Ass
Proper Ass,E10,E10_Hard_localization,,EVERYBODY GET INSIDE!,SAY.Dialog:E10_Hard.119.Proper Ass
Proper Ass,E10,E10_Government_localization,"Inside the government building now, Proper Ass addresses the crowd.",No Human enters and no Ass leaves until we have determined our next move.,SAY.Dialog:Occupation.25.Proper Ass
Proper Ass,E10,E10_Government_localization,,No Humans allowed inside.,SAY.Dialog:Occupation.666.Proper Ass
Proper Ass,E10,E10_Government_localization,,We're occupying this building until our demands are met.,SAY.Dialog:Occupation.667.Proper Ass
Proper Ass,E10,E10_Government_localization,,Splendid! I have no idea what she just said.,SAY.Dialog:Occupation.482.Proper Ass
Proper Ass,E10,E10_Government_localization,,But this is what we've been waiting for!,SAY.Dialog:Occupation.830.Proper Ass
Proper Ass,E10,E10_Government_localization,,"Young Prophet, will you translate our demands to the Humans?",SAY.Dialog:Occupation.483.Proper Ass
Proper Ass,E10,E10_Government_localization,,Tell the Humans that we want representation in their systems of Government.,SAY.Dialog:Proper_20.10.Proper Ass
Proper Ass,E10,E10_Government_localization,,The Human global governing system disproportionately undermines the rights of Animals everywhere.,SAY.Dialog:Proper_20.30.Proper Ass
Proper Ass,E10,E10_Government_localization,Repeater line.,A Parliament full of Humans cannot represent all Animals.,SAY.Dialog:Proper_20.12.Proper Ass
Radio Host Marcos,E1,E1_FarmHouseInt_localization,Trusty enters the Farm House and finds the radio playing an interiew with Mme. Derriere.,*ksh* Welcome back listeners to Mecha in the Morning!,SAY.Dialog:Radio.2.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,We're here with Mecha City's most philanthropic and generous employer Mme. Derriere.,SAY.Dialog:Radio.3.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,Tell us... what is the secret to your success?,SAY.Dialog:Radio.7.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,"*ksh* My wife uses your products every morning, and I gotta say I like it too.",SAY.Dialog:Radio.32.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,We're over the moon! My glutes have never felt so smooth.,SAY.Dialog:Radio.34.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,I'm brimming with vitality and stamina.,SAY.Dialog:Radio.35.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,Note: try to make a pun within the flavour :),And it comes in three flavours! My favourite is the Polar Mint.,SAY.Dialog:Radio.36.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,And now it's time for the weather update...,SAY.Dialog:Radio.39.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,It's a scorcher! It's looking dry as a bone out there in the Greater Fannyside Region as the drought continues.,SAY.Dialog:Radio.41.Radio Host Marcos
Radio Host Marcos,E1,E1_FarmHouseInt_localization,,"If you need a place to take the kids, get your butts to the Mecha City Zoo, or see the new show at the Big City Circus!",SAY.Dialog:Radio.42.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,The camera goes over to the radio in one of the offices.,*ksh* And we're back with this afternoon's special coverage of today's dramatic events.,SAY.Dialog:Occupation.2.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,,Mecha's Government building has been overrun by donkeys.,SAY.Dialog:Occupation.26.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,,"That's right. You heard me, donkeys.",SAY.Dialog:Occupation.27.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,,We have reports that all staffers have managed to escape out the back door.,SAY.Dialog:Occupation.433.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,,Police are struggling to fathom how security forces and intelligence agencies have failed to stop the threat.,SAY.Dialog:Occupation.28.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,,The animals appear to have escaped from Mme. Derriere's Assorted Meats and Beauty Goods Factory.,SAY.Dialog:Occupation.430.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,,We'll have more on this story at the top of the hour.,SAY.Dialog:Occupation.442.Radio Host Marcos
Radio Host Marcos,E10,E10_Government_localization,Music starts blasting and we have a couple minutes of the camera moving around to see the chaos of the Asses occupying the government building.,"Up next, the #2 song on Mecha's Top 40! asi9 by David Mesiha.",SAY.Dialog:Occupation.441.Radio Host Marcos
Resentful Ass,E7,E7_Holding2_localization,Random NPC lines.,"You're lucky, you still have some of your Herd. For now.",SAY.Dialog:Resentful.2.Resentful Ass
Resentful Ass,E10,E10_Government_localization,The radio gets destroyed and the camera flies over to the front door.,Hey! Everyone get ready!,SAY.Dialog:Occupation.554.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,There's an Ass approaching!,SAY.Dialog:Occupation.571.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,Wait!,SAY.Dialog:Occupation.570.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,Is that a Human on their back?,SAY.Dialog:Occupation.569.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,No more rides!!,SAY.Dialog:Occupation.787.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,They didn't seem rational when they attacked us in the streets.,SAY.Dialog:Occupation.835.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,No more rides!!,SAY.Dialog:Occupation.804.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,Tell the Humans that we will not give them rides on our backs anymore.,SAY.Dialog:Resentful_11.10.Resentful Ass
Resentful Ass,E10,E10_Government_localization,,Some of us find it incredibly demeaning.,SAY.Dialog:Resentful_11.51.Resentful Ass
Resentful Ass,E10,E10_Government_localization,Repeater line.,"Of course, Golden Ass, I don't mean to insult you if you enjoy it.",SAY.Dialog:Resentful_11.12.Resentful Ass
Right Ass,E7,E7_Holding3_localization,Random NPC lines.,"If you see my partner Left, tell him I have always loved him dearly.",SAY.Dialog:Right.2.Right Ass
Right Ass,E10,E10_Government_localization,,Tell the humans to forgive any debts they think we owe them.,SAY.Dialog:Right_14.10.Right Ass
Right Ass,E10,E10_Government_localization,Repeater line.,I don't owe anyone anything!,SAY.Dialog:Right_14.12.Right Ass
Ringmaster Rico,E5,E5_CircusMain_localization,Rico introduces the Circus show,Welcome one and all to THE BIG CITY CIRCUS!,SAY.Dialog:RingmasterOpening.1.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Where entertainment meets exotic animals... exotic animals meet art...,SAY.Dialog:RingmasterOpening.38.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,...and art meets...,SAY.Dialog:RingmasterOpening.37.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,FIRE!,SAY.Dialog:RingmasterOpening.104.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Boy-oh-boy do we have a show for you TONIGHT!,SAY.Dialog:RingmasterOpening.41.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Will it be participatory?,SAY.Dialog:RingmasterOpening.40.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Yes!,SAY.Dialog:RingmasterOpening.57.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Will it be dangerous?,SAY.Dialog:RingmasterOpening.56.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Yes!,SAY.Dialog:RingmasterOpening.58.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Will there be an intermission?,SAY.Dialog:RingmasterOpening.54.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Not on your LIFE!,SAY.Dialog:RingmasterOpening.130.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,But we are selling popcorn in the lobby!,SAY.Dialog:RingmasterOpening.131.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"The acts you'll see tonight will each be more visually spectacular, more death-defying, more baffling than the last!",SAY.Dialog:RingmasterOpening.60.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Performing for you is a cast of exotic animals who were BORN for the stage.,SAY.Dialog:RingmasterOpening.67.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"They want, NAY, they LIVE to entertain you!",SAY.Dialog:RingmasterOpening.66.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,They're HUNGRY for your applause!,SAY.Dialog:RingmasterOpening.65.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"HELL, their jobs depend on it!",SAY.Dialog:RingmasterOpening.64.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"And speaking of jobs, none of us would be here tonight if it weren't for our sponsor...",SAY.Dialog:RingmasterOpening.70.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"Mecha City's most benevolent benefactor, Mme. Derriere!",SAY.Dialog:RingmasterOpening.159.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Let's give her a round of applause!,SAY.Dialog:RingmasterOpening.158.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,ALSO! I have a very big announcement at the end of tonight's show...,SAY.Dialog:RingmasterOpening.135.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,So stay tuned!,SAY.Dialog:RingmasterOpening.136.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Our FIRST ACT comes to you from the grassy plains of the Savannah!,SAY.Dialog:RingmasterOpening.69.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Please give a big round of applause for...,SAY.Dialog:RingmasterOpening.74.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"The Player gains control of the Elephant.
After the mini-game, the dialogue jumps to either line 35 or 47.",...ELI THE AFRICAN ELEPHANT!,SAY.Dialog:RingmasterOpening.29.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Elephant's section, Rico reviews the performance.
This is if the Elephant gave a BAD show.",Give a polite round of applause for Eli the Elephant who...,SAY.Dialog:RicoGoodOrPoor.35.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"...tried their best to roll with it, but didn't quite fill the stage.",SAY.Dialog:RicoGoodOrPoor.199.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Formerly: That's what you get when you pay your performers peanuts!,What do you expect when your performer only wants to be paid peanuts?,SAY.Dialog:RicoGoodOrPoor.197.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"But seriously folks, these animals have traveled a long way to get here.",SAY.Dialog:RicoGoodOrPoor.196.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,They've been rehearsing non-stop for months to bring you a great show...so be KIND.,SAY.Dialog:RicoGoodOrPoor.195.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,It's tough being the one in the spotlight.,SAY.Dialog:RicoGoodOrPoor.194.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Elephant's section, Rico reviews the performance.
This is if the Elephant gave a GOOD show.",Wow—what a COLOSSAL feat!,SAY.Dialog:RicoGoodOrPoor.188.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,A JUMBO serving of entertainment!,SAY.Dialog:RicoGoodOrPoor.290.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,That was one helluva SHOW.,SAY.Dialog:RicoGoodOrPoor.186.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Am I RIGHT?!,SAY.Dialog:RicoGoodOrPoor.291.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,These animals have traveled a long way to get here.,SAY.Dialog:RicoGoodOrPoor.185.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,They've been rehearsing non-stop for months—and it shows!,SAY.Dialog:RicoGoodOrPoor.191.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,They deserve to be in the spotlight.,SAY.Dialog:RicoGoodOrPoor.34.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,And so do I!,SAY.Dialog:RicoGoodOrPoor.190.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Back on stage: Rico introduces the Gorilla,Alright... enough monkeying around...,SAY.Dialog:RicoIntroductions.44.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Let's bring out the next act!,SAY.Dialog:RicoIntroductions.49.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,You'll be astounded at how intelligent she is.,SAY.Dialog:RicoIntroductions.48.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Her DNA is 95% HUMAN and 5% MAGIC... and she takes direction like a champ!,SAY.Dialog:RicoIntroductions.51.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,From deep in the misty rainforests of the Congo—,SAY.Dialog:RicoIntroductions.50.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Give me two opposable thumbs up for...,SAY.Dialog:RicoIntroductions.45.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"The Player gains control of the Gorilla again.
After the mini-game, the dialogue jumps to either line 68 or 81.",QUEENIE THE GORILLA!,SAY.Dialog:RicoIntroductions.55.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Gorilla's section, Rico reviews the performance.
This is if the Gorilla gave a BAD show.","Okay, okay, sometimes live acts can get a little hairy.",SAY.Dialog:RicoGoodOrPoor.55.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Not everyone has the ape-titude to be a star!,SAY.Dialog:RicoGoodOrPoor.218.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,No refunds! You won't be getting your silver back!,SAY.Dialog:RicoGoodOrPoor.222.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Don't leave! I guarantee our next few acts will be more bearable!,SAY.Dialog:RicoGoodOrPoor.220.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,...and I'm not lyin' about the big finale!,SAY.Dialog:RicoGoodOrPoor.215.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Gorilla's section, Rico reviews the performance.
This is if the Gorilla gave a GOOD show.",What APE-TITUDE under such HAIRY circumstances!,SAY.Dialog:RicoGoodOrPoor.52.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"What am I, chopped liver?",SAY.Dialog:RicoGoodOrPoor.206.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"But it's true, these animals are something special.",SAY.Dialog:RicoGoodOrPoor.213.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,...and they make me look good!,SAY.Dialog:RicoGoodOrPoor.212.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Back on stage: Rico introduces the Zebra.,This next act is a majestic beast from the Far East.,SAY.Dialog:RicoIntroductions.62.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"Let there be no Kung-Fu-sion, no one balances skill and speed quite like him!",SAY.Dialog:RicoIntroductions.65.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"The Player gains control of the Zebra again.
After the mini-game, the dialogue jumps to either line 95 or 113.",Welcome to the stage YINYANG THE CHINESE ZEBRA!!,SAY.Dialog:RicoIntroductions.56.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Zebra's section, Rico reviews the performance.
This is if the Zebra gave a BAD show.",*Oof*,SAY.Dialog:RicoGoodOrPoor.70.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,We weren't in balance today...,SAY.Dialog:RicoGoodOrPoor.227.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"But sometimes, disasters turn out to be blessings!",SAY.Dialog:RicoGoodOrPoor.293.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Come on folks! That's the risk of live performance: you never know what will happen...,SAY.Dialog:RicoGoodOrPoor.225.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,...and it could have been worse!,SAY.Dialog:RicoGoodOrPoor.224.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Zebra's section, Rico reviews the performance.
This is if the Zebra gave a GOOD show.",What a RUSH! What a HIGH!,SAY.Dialog:RicoGoodOrPoor.67.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,You saw it here tonight folks!,SAY.Dialog:RicoGoodOrPoor.292.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"We're blurring the lines between theatre, dance, and circus!",SAY.Dialog:RicoGoodOrPoor.231.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,We are INTERDISCIPLINARY!,SAY.Dialog:RicoGoodOrPoor.233.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Player gains control of the Zebra.,...and it only gets better!,SAY.Dialog:RicoGoodOrPoor.240.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Back on stage: Rico introduces the Bear.,Our next performer is done with hibernating backstage and ready to spring into action!,SAY.Dialog:RicoIntroductions.72.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"All the way from the Russian Tundra, give a globally warm welcome to my bike-riding Bolshevik—",SAY.Dialog:RicoIntroductions.17.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"The Player gains control of the Bear again.
After the mini-game, the dialogue jumps to either line s or d.",CHEKHOV THE KAMCHATKA BROWN BEAR!,SAY.Dialog:RicoIntroductions.97.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Bear's section, Rico reviews the performance.
This is if the Bear gave a BAD show.",Let's take a moment to pause and reflect on that act before we shift gears...,SAY.Dialog:RicoGoodOrPoor.86.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Let me be real with you—the next animal is not what it seems...,SAY.Dialog:RicoGoodOrPoor.261.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,It's even BETTER!,SAY.Dialog:RicoGoodOrPoor.260.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"And after our next and final act, you'll get my big announcement!\n",SAY.Dialog:RicoGoodOrPoor.259.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Bear's section, Rico reviews the performance.
This is if the Bear gave a GOOD show.",My head is spinning—with how great that act was!,SAY.Dialog:RicoGoodOrPoor.83.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,I can barely hear you—give me another round of applause for CHEKHOV!,SAY.Dialog:RicoGoodOrPoor.294.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"Even though every animal is different, under the spotlight they are all the same...",SAY.Dialog:RicoGoodOrPoor.244.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,—STARS!,SAY.Dialog:RicoGoodOrPoor.243.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"Bear with us folks! After the next and final act, you'll get my big announcement!",SAY.Dialog:RicoGoodOrPoor.250.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Back on stage: Rico introduces the Lion.,Thanks for not staying home and watching TV.,SAY.Dialog:RicoIntroductions.86.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,A live performer and a live audience—,SAY.Dialog:RicoIntroductions.85.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,There's just no substitute for the energy of an,SAY.Dialog:RicoIntroductions.84.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,IN,SAY.Dialog:RicoIntroductions.79.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Needs space or hyphen at start,-PERSON,SAY.Dialog:RicoIntroductions.88.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Needs space or hyphen at start,-CROWD!,SAY.Dialog:RicoIntroductions.87.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,I hope you're all ready for the LAST and FINAL act of this evening.,SAY.Dialog:RicoIntroductions.94.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,There's nothing tame about it.,SAY.Dialog:RicoIntroductions.93.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"In fact, it's on...",SAY.Dialog:RicoIntroductions.92.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,FIRE!,SAY.Dialog:RicoIntroductions.162.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,All the way from India—my pride and joy:,SAY.Dialog:RicoIntroductions.91.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"The Player gains control of the Lion again.
After the mini-game, the dialogue jumps to either line s or d.",BHUT JOLOKIA THE SPICY ASIATIC LION!,SAY.Dialog:RicoIntroductions.90.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"After the Lion's section, he reviews the performance!
IF POOR:",I'm not lyin' folks... that could have been better.,SAY.Dialog:RicoGoodOrPoor.284.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,But don't worry!,SAY.Dialog:RicoGoodOrPoor.312.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,IF GOOD,Let me hear you ROAR!,SAY.Dialog:RicoGoodOrPoor.310.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,"He then reviews the full performance.
If all four games total average was GOOD:","On the whole, I'd say tonight's show was a WILD success!",SAY.Dialog:RicoGoodOrPoor.298.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,If all four games total average was POOR:,"On the whole, I guess tonight was a bit off.",SAY.Dialog:RicoGoodOrPoor.299.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,For those of you who have stayed—thank you for not walking out!,SAY.Dialog:RicoGoodOrPoor.300.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Now it's time for my BIG ANNOUNCEMENT.,SAY.Dialog:RicoGoodOrPoor.311.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,This hard-working cast of animals is being retired.,SAY.Dialog:RicoGoodOrPoor.314.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Tonight was their LAST SHOW.,SAY.Dialog:RicoGoodOrPoor.313.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Get ready for consistently perfect performances every night by the world's most exotic and endangered creatures!,SAY.Dialog:RicoGoodOrPoor.316.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"Thanks to our new sponsor, the benevolent Mme. Derriere, we can finally afford our DREAM CAST...",SAY.Dialog:RicoGoodOrPoor.418.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,of ROBOTS!,SAY.Dialog:RicoGoodOrPoor.317.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,We're going to be the NOAH'S ARK of ENTERTAINMENT.,SAY.Dialog:RicoGoodOrPoor.408.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,The Player gains control of the Lion again.,GOODNIGHT EVERYBODY!,SAY.Dialog:RicoGoodOrPoor.315.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,Rico is selling the donkeys to mysterious assknappers.,Thanks for doing business folks!,SAY.Dialog:Ending.259.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Right over there.,SAY.Dialog:Ending.162.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,My show needs Robots more than donkeys in cheap costumes if I'm gonna get bums in seats.,SAY.Dialog:Ending.158.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,"No hard feelings, donkey.",SAY.Dialog:Ending.161.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,Art dies when you stop innovating!,SAY.Dialog:Ending.243.Ringmaster Rico
Ringmaster Rico,E5,E5_CircusMain_localization,,I'll just never make it to the big stage with fakes.,SAY.Dialog:Ending.158.Ringmaster Rico
Risky Ass,E4,E4_AstralPlaneMain_localization,Sick Ass finds the Gamblers atop the hill.,401! I win! I told you we'd break 400 today.,SAY.Dialog:Gamblers.1.Risky Ass
Risky Ass,E4,E4_AstralPlaneMain_localization,,Head on down the hill!,SAY.Dialog:Gamblers.105.Risky Ass
Risky Ass,E4,E4_AstralPlaneMain_localization,,Chances are—you'll see a familiar face or two!,SAY.Dialog:Gamblers.106.Risky Ass
Risky Ass,E4,E4_AstralPlaneMain_localization,,We'll know the final tally after tonight's Concert.,SAY.Dialog:Gamblers.64.Risky Ass
Risky Ass,E4,E4_AstralPlaneMain_localization,"The camera moves over the terrain during the party and lands on The Gamblers, watching a pillar of light descend from the sky. End of scene.",We gonna have one helluva night—Look at all dem fresh Ass Souls!,SAY.Dialog:Gamblers_End.11.Risky Ass
Sad Ass,E1,E1_Farm_localization,Sad (male) Matches Quest,Oh hullo Trusty...  thanks for noticing me...,SAY.Dialog:Sad_Quest_Matches.3.Sad Ass
Sad Ass,E1,E1_Farm_localization,,Wish I could say 'good' afternoon...  but it's not...,SAY.Dialog:Sad_Quest_Matches.5.Sad Ass
Sad Ass,E1,E1_Farm_localization,,"You probably forgot, but today's the anniversary of the tragic cave-in...",SAY.Dialog:Sad_Quest_Matches.6.Sad Ass
Sad Ass,E1,E1_Farm_localization,,The love of my life was crushed in the Mines one year ago...,SAY.Dialog:Sad_Quest_Matches.7.Sad Ass
Sad Ass,E1,E1_Farm_localization,,And now her Soul is stuck down there forever...,SAY.Dialog:Sad_Quest_Matches.48.Sad Ass
Sad Ass,E1,E1_Farm_localization,,I still see Lazy Ass's beautiful dark grey eyes in my dreams...,SAY.Dialog:Sad_Quest_Matches.8.Sad Ass
Sad Ass,E1,E1_Farm_localization,,*whimper*,SAY.Dialog:Sad_Quest_Matches.9.Sad Ass
Sad Ass,E1,E1_Farm_localization,,I'm holding a Vigil in her memory...,SAY.Dialog:Sad_Quest_Matches.14.Sad Ass
Sad Ass,E1,E1_Farm_localization,,Bad Ass gave me this candle...,SAY.Dialog:Sad_Quest_Matches.47.Sad Ass
Sad Ass,E1,E1_Farm_localization,,Could you bring me some matches for my candle...?,SAY.Dialog:Sad_Quest_Matches.10.Sad Ass
Sad Ass,E1,E1_Farm_localization,,Did you find the matches? They might be in the Stable...,SAY.Dialog:Sad_Quest_Matches.19.Sad Ass
Sad Ass,E1,E1_Farm_localization,,Thanks for the matches...  hope I don't burn myself...,SAY.Dialog:Sad_Quest_Matches.24.Sad Ass
Sad Ass,E1,E1_Farm_localization,,*whimper*,SAY.Dialog:Sad_Quest_Matches.29.Sad Ass
Sad Ass,E1,E1_Farm_localization,"After having spoken to Hard Ass, if the player speaks to Sad again",Condolences from Hard Ass...?,SAY.Dialog:Sad_Quest_Matches.51.Sad Ass
Sad Ass,E1,E1_Farm_localization,,Sometimes I wish he hadn't switched shifts with Lazy Ass that day...,SAY.Dialog:Sad_Quest_Matches.62.Sad Ass
Sad Ass,E1,E1_Farm_localization,,*whimper*,SAY.Dialog:Sad_Quest_Matches.60.Sad Ass
Sad Ass,E1,E1_TheProtest_localization,Attempt to recruit Sad Ass,Not Old Ass... I’m sorry Trusty. Things have gone from bad to worse...,SAY.Dialog: SAD_Dawn.1.Sad Ass
Sad Ass,E1,E1_TheProtest_localization,,I think you should postpone the Protest...,SAY.Dialog: SAD_Dawn.3.Sad Ass
